NUTS_code,datasetIniISO,versionID,nomeTesto,FID,datasetIni,datasetFin,designIniz,designFine,nomeAutCom,legNomeBre,legData,legLink,legSpecRif,legLivello,legGU_Link,zona,datasetFinISO,NUTS_level
ITG2,2021-01-10,17,Sardegna,76,10/01/2021,15/01/2021,1610236800000,15/01/2021,Presidente della Repubblica,DL 05/01/2021 n.1,1609804800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg,gialla,2021-01-15,2
ITG1,2021-01-10,17,Sicilia,91,10/01/2021,15/01/2021,1610236800000,15/01/2021,Ministero della Salute,Ordinanza 08/01/2021,1610064000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78156,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/09/21A00123/sg,arancione,2021-01-15,2
ITI1,2021-01-10,17,Toscana,88,10/01/2021,15/01/2021,1610236800000,15/01/2021,Presidente della Repubblica,DL 05/01/2021 n.1,1609804800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg,gialla,2021-01-15,2
ITI2,2021-01-10,17,Umbria,80,10/01/2021,15/01/2021,1610236800000,15/01/2021,Presidente della Repubblica,DL 05/01/2021 n.1,1609804800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg,gialla,2021-01-15,2
ITC2,2021-01-10,17,Valle d'Aosta,86,10/01/2021,15/01/2021,1610236800000,15/01/2021,Presidente della Repubblica,DL 05/01/2021 n.1,1609804800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg,gialla,2021-01-15,2
ITH3,2021-01-10,17,Veneto,90,10/01/2021,15/01/2021,1610236800000,15/01/2021,Ministero della Salute,Ordinanza 08/01/2021,1610064000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78158,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/09/21A00120/sg,arancione,2021-01-15,2
ITF5,2021-01-16,18,Basilicata,113,16/01/2021,05/03/2021,1610755200000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-03-05,2
ITF6,2021-01-16,18,Calabria,110,16/01/2021,24/01/2021,1610755200000,24/01/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,arancione,2021-01-24,2
ITF3,2021-01-16,18,Campania,115,16/01/2021,05/03/2021,1610755200000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-03-05,2
ITH5,2021-01-16,18,Emilia-Romagna,109,16/01/2021,24/01/2021,1610755200000,24/01/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,arancione,2021-01-24,2
ITF2,2021-01-16,18,Molise,111,16/01/2021,05/03/2021,1610755200000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-03-05,2
ITH2,2021-01-16,18,Provincia autonoma Trento,99,16/01/2021,05/03/2021,1610755200000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-03-05,2
ITG2,2021-01-16,18,Sardegna,112,16/01/2021,05/03/2021,1610755200000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-03-05,2
ITI1,2021-01-16,18,Toscana,114,16/01/2021,05/03/2021,1610755200000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-03-05,2
ITH3,2021-01-16,18,Veneto,108,16/01/2021,24/01/2021,1610755200000,24/01/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,arancione,2021-01-24,2
ITF1,2021-01-17,18,Abruzzo,105,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-31,2
ITH4,2021-01-17,18,Friuli Venezia Giulia,103,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-31,2
ITI4,2021-01-17,18,Lazio,98,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-31,2
ITC3,2021-01-17,18,Liguria,100,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-31,2
ITC4,2021-01-17,18,Lombardia,97,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78459,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00225/sg,rossa,2021-01-31,2
ITI3,2021-01-17,18,Marche,104,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-31,2
ITC1,2021-01-17,18,Piemonte,106,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-31,2
ITH1,2021-01-17,18,Provincia autonoma Bolzano,95,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78458,art.3,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00224/sg,rossa,2021-01-31,2
ITF4,2021-01-17,18,Puglia,101,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-31,2
ITG1,2021-01-17,18,Sicilia,96,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78460,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00226/sg,rossa,2021-01-31,2
ITI2,2021-01-17,18,Umbria,102,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-31,2
ITC2,2021-01-17,18,Valle d'Aosta,107,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-31,2
ITF6,2021-01-24,20,Calabria,130,24/01/2021,07/02/2021,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78698,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00536/sg,gialla,2021-02-07,2
ITH5,2021-01-24,20,Emilia-Romagna,129,24/01/2021,07/02/2021,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78698,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00536/sg,gialla,2021-02-07,2
ITC4,2021-01-24,20,Lombardia,131,24/01/2021,07/02/2021,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78698,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00536/sg,gialla,2021-02-07,2
ITG2,2021-01-24,19,Sardegna,119,24/01/2021,07/02/2021,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 22/01/2021,1611273600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78560,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/23/21A00401/sg,arancione,2021-02-07,2
ITH3,2021-01-24,20,Veneto,128,24/01/2021,07/02/2021,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78698,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00536/sg,gialla,2021-02-07,2
ITF1,2021-02-01,20,Abruzzo,125,01/02/2021,05/03/2021,1612137600000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-03-05,2
ITH4,2021-02-01,20,Friuli Venezia Giulia,123,01/02/2021,05/03/2021,1612137600000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-03-05,2
ITI4,2021-02-01,20,Lazio,121,01/02/2021,05/03/2021,1612137600000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-03-05,2
ITC3,2021-02-01,20,Liguria,122,01/02/2021,05/03/2021,1612137600000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-03-05,2
ITI3,2021-02-01,20,Marche,124,01/02/2021,05/03/2021,1612137600000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-03-05,2
ITC1,2021-02-01,20,Piemonte,126,01/02/2021,05/03/2021,1612137600000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-03-05,2
ITH1,2021-02-01,20,Provincia autonoma Bolzano,132,01/02/2021,15/02/2021,1612137600000,15/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78699,art.2,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00537/sg,arancione,2021-02-15,2
ITF4,2021-02-01,20,Puglia,134,01/02/2021,15/02/2021,1612137600000,15/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78699,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00537/sg,arancione,2021-02-15,2
ITG1,2021-02-01,22,Sicilia,143,01/02/2021,15/02/2021,1612137600000,15/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78699,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00537/sg,gialla,2021-02-15,2
ITI2,2021-02-01,20,Umbria,135,01/02/2021,15/02/2021,1612137600000,15/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78699,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00537/sg,arancione,2021-02-15,2
ITC2,2021-02-01,20,Valle d'Aosta,127,01/02/2021,05/03/2021,1612137600000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-03-05,2
ITF4,2021-02-11,21,Puglia,136,11/02/2021,15/02/2021,1613001600000,15/02/2021,Ministero della Salute,Ordinanza 09/02/2021,1612828800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78780,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/10/21A00830/sg,gialla,2021-02-15,2
ITF1,2021-02-14,22,Abruzzo,140,14/02/2021,28/02/2021,1613260800000,28/02/2021,Ministero della Salute,Ordinanza 12/02/2021,1613088000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78805,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/13/21A00960/sg,arancione,2021-02-28,2
ITC3,2021-02-14,24,Liguria,158,14/02/2021,28/02/2021,1613260800000,28/02/2021,Ministero della Salute,Ordinanza 12/02/2021,1613088000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78805,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/13/21A00960/sg,gialla,2021-02-28,2
ITH2,2021-02-14,22,Provincia autonoma Trento,137,14/02/2021,28/02/2021,1613260800000,28/02/2021,Ministero della Salute,Ordinanza 12/02/2021,1613088000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78805,art.2,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/02/13/21A00960/sg,arancione,2021-02-28,2
ITI1,2021-02-14,22,Toscana,138,14/02/2021,28/02/2021,1613260800000,28/02/2021,Ministero della Salute,Ordinanza 12/02/2021,1613088000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78805,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/13/21A00960/sg,arancione,2021-02-28,2
ITH1,2021-02-15,22,Provincia autonoma Bolzano,141,15/02/2021,01/03/2021,1613347200000,01/03/2021,Ministero della Salute,Ordinanza 12/02/2021,1613088000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78805,art.2,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/02/13/21A00960/sg,arancione,2021-03-01,2
ITI2,2021-02-15,22,Umbria,142,15/02/2021,01/03/2021,1613347200000,01/03/2021,Ministero della Salute,Ordinanza 12/02/2021,1613088000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78805,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/13/21A00960/sg,arancione,2021-03-01,2
ITF3,2021-02-21,23,Campania,145,21/02/2021,07/03/2021,1613865600000,07/03/2021,Ministero della Salute,Ordinanza 19/02/2021,1613692800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78893,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/20/21A01169/sg,arancione,2021-03-07,2
ITH5,2021-02-21,23,Emilia-Romagna,146,21/02/2021,07/03/2021,1613865600000,07/03/2021,Ministero della Salute,Ordinanza 19/02/2021,1613692800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78893,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/20/21A01169/sg,arancione,2021-03-07,2
ITF2,2021-02-21,23,Molise,144,21/02/2021,07/03/2021,1613865600000,07/03/2021,Ministero della Salute,Ordinanza 19/02/2021,1613692800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78893,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/20/21A01169/sg,arancione,2021-03-07,2
ITF1,2021-03-01,24,Abruzzo,149,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78998,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01260/sg,arancione,2021-03-15,2
ITF5,2021-03-01,26,Basilicata,177,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78999,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01261/sg,arancione,2021-03-15,2
ITC4,2021-03-01,24,Lombardia,154,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79000,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01262/sg,arancione,2021-03-15,2
ITI3,2021-03-01,24,Marche,152,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79000,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01262/sg,arancione,2021-03-15,2
ITF2,2021-03-01,24,Molise,156,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79001,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01263/sg,rossa,2021-03-15,2
ITC1,2021-03-01,24,Piemonte,153,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79000,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01262/sg,arancione,2021-03-15,2
ITH1,2021-03-01,24,Provincia autonoma Bolzano,150,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78998,art.2,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01260/sg,arancione,2021-03-15,2
ITH2,2021-03-01,24,Provincia autonoma Trento,147,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78998,art.2,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01260/sg,arancione,2021-03-15,2
ITG2,2021-03-01,24,Sardegna,157,01/03/2021,,1614556800000,,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79002,art.1 comma 11,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01264/sg,bianca,,2
ITI1,2021-03-01,24,Toscana,148,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78998,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01260/sg,arancione,2021-03-15,2
ITI2,2021-03-01,24,Umbria,151,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78998,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01260/sg,arancione,2021-03-15,2
ITF3,2021-03-08,25,Campania,159,08/03/2021,22/03/2021,1615161600000,22/03/2021,Ministero della Salute,Ordinanza 05/03/2021,1614902400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79074,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/06/21A01467/sg,rossa,2021-03-22,2
ITH5,2021-03-08,25,Emilia-Romagna,160,08/03/2021,,1615161600000,,Ministero della Salute,Ordinanza 05/03/2021,1614902400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79073,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/06/21A01466/sg,arancione,,2
ITH4,2021-03-08,25,Friuli Venezia Giulia,161,08/03/2021,,1615161600000,,Ministero della Salute,Ordinanza 05/03/2021,1614902400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79073,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/06/21A01466/sg,arancione,,2
ITH3,2021-03-08,25,Veneto,162,08/03/2021,,1615161600000,,Ministero della Salute,Ordinanza 05/03/2021,1614902400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79073,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/06/21A01466/sg,arancione,,2
ITF6,2021-03-15,26,Calabria,172,15/03/2021,02/04/2021,1615766400000,02/04/2021,Presidente della Repubblica,DL 13/03/2021 n.30,1615593600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79152,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21G00040/sg,arancione,2021-04-02,2
ITH5,2021-03-15,26,Emilia-Romagna,166,15/03/2021,29/03/2021,1615766400000,29/03/2021,Ministero della Salute,Ordinanza 12/03/2021,1615507200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79154,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21A01593/sg,rossa,2021-03-29,2
ITH4,2021-03-15,26,Friuli Venezia Giulia,167,15/03/2021,29/03/2021,1615766400000,29/03/2021,Ministero della Salute,Ordinanza 12/03/2021,1615507200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79154,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21A01593/sg,rossa,2021-03-29,2
ITI4,2021-03-15,28,Lazio,192,15/03/2021,29/03/2021,1615766400000,29/03/2021,Ministero della Salute,Ordinanza 12/03/2021,1615507200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79154,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21A01593/sg,arancione,2021-03-29,2
ITC3,2021-03-15,26,Liguria,174,15/03/2021,02/04/2021,1615766400000,02/04/2021,Presidente della Repubblica,DL 13/03/2021 n.30,1615593600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79152,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21G00040/sg,arancione,2021-04-02,2
ITC4,2021-03-15,26,Lombardia,165,15/03/2021,29/03/2021,1615766400000,29/03/2021,Ministero della Salute,Ordinanza 12/03/2021,1615507200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79154,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21A01593/sg,rossa,2021-03-29,2
ITI3,2021-03-15,26,Marche,176,15/03/2021,29/03/2021,1615766400000,29/03/2021,Ministero della Salute,Ordinanza 13/03/2021,1615593600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79150,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21A01596/sg,rossa,2021-03-29,2
ITF2,2021-03-15,26,Molise,169,15/03/2021,29/03/2021,1615766400000,29/03/2021,Ministero della Salute,Ordinanza 12/03/2021,1615507200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79156,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21A01595/sg,rossa,2021-03-29,2
ITC1,2021-03-15,26,Piemonte,164,15/03/2021,29/03/2021,1615766400000,29/03/2021,Ministero della Salute,Ordinanza 12/03/2021,1615507200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79154,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21A01593/sg,rossa,2021-03-29,2
ITH2,2021-03-15,26,Provincia autonoma Trento,175,15/03/2021,29/03/2021,1615766400000,29/03/2021,Ministero della Salute,Ordinanza 13/03/2021,1615593600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79150,art.3,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21A01596/sg,rossa,2021-03-29,2
ITF4,2021-03-15,26,Puglia,170,15/03/2021,29/03/2021,1615766400000,29/03/2021,Ministero della Salute,Ordinanza 12/03/2021,1615507200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79155,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21A01594/sg,rossa,2021-03-29,2
ITG1,2021-03-15,26,Sicilia,173,15/03/2021,02/04/2021,1615766400000,02/04/2021,Presidente della Repubblica,DL 13/03/2021 n.30,1615593600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79152,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21G00040/sg,arancione,2021-04-02,2
