nomeTesto,FID,datasetIni,datasetFin,designIniz,designFine,nomeAutCom,legNomeBre,legData,legLink,legSpecRif,legLivello,legGU_Link,zona,datasetIniISO,datasetFinISO,NUTS_code,NUTS_level
Provincia autonoma Trento,77,10/01/2021,15/01/2021,1610236800000,15/01/2021,Presidente della Repubblica,DL 05/01/2021 n.1,1609804800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAttoById?id=78114,art.1,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg,gialla,2021-01-10,2021-01-15,ITH2,2
Puglia,79,10/01/2021,15/01/2021,1610236800000,15/01/2021,Presidente della Repubblica,DL 05/01/2021 n.1,1609804800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAttoById?id=78114,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg,gialla,2021-01-10,2021-01-15,ITF4,2
Sardegna,76,10/01/2021,15/01/2021,1610236800000,15/01/2021,Presidente della Repubblica,DL 05/01/2021 n.1,1609804800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAttoById?id=78114,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg,gialla,2021-01-10,2021-01-15,ITG2,2
Sicilia,91,10/01/2021,15/01/2021,1610236800000,15/01/2021,Ministero della Salute,Ordinanza 08/01/2021,1610064000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78156,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/09/21A00123/sg,arancione,2021-01-10,2021-01-15,ITG1,2
Toscana,88,10/01/2021,15/01/2021,1610236800000,15/01/2021,Presidente della Repubblica,DL 05/01/2021 n.1,1609804800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAttoById?id=78114,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg,gialla,2021-01-10,2021-01-15,ITI1,2
Umbria,80,10/01/2021,15/01/2021,1610236800000,15/01/2021,Presidente della Repubblica,DL 05/01/2021 n.1,1609804800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAttoById?id=78114,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg,gialla,2021-01-10,2021-01-15,ITI2,2
Valle d'Aosta,86,10/01/2021,15/01/2021,1610236800000,15/01/2021,Presidente della Repubblica,DL 05/01/2021 n.1,1609804800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAttoById?id=78114,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg,gialla,2021-01-10,2021-01-15,ITC2,2
Veneto,90,10/01/2021,15/01/2021,1610236800000,15/01/2021,Ministero della Salute,Ordinanza 08/01/2021,1610064000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78158,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/09/21A00120/sg,arancione,2021-01-10,2021-01-15,ITH3,2
Basilicata,113,16/01/2021,05/03/2021,1610755200000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-01-16,2021-03-05,ITF5,2
Calabria,110,16/01/2021,24/01/2021,1610755200000,24/01/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,arancione,2021-01-16,2021-01-24,ITF6,2
Campania,115,16/01/2021,05/03/2021,1610755200000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-01-16,2021-03-05,ITF3,2
Emilia-Romagna,109,16/01/2021,24/01/2021,1610755200000,24/01/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,arancione,2021-01-16,2021-01-24,ITH5,2
Molise,111,16/01/2021,05/03/2021,1610755200000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-01-16,2021-03-05,ITF2,2
Provincia autonoma Trento,99,16/01/2021,05/03/2021,1610755200000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-01-16,2021-03-05,ITH2,2
Sardegna,112,16/01/2021,05/03/2021,1610755200000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-01-16,2021-03-05,ITG2,2
Toscana,114,16/01/2021,05/03/2021,1610755200000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-01-16,2021-03-05,ITI1,2
Veneto,108,16/01/2021,24/01/2021,1610755200000,24/01/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,arancione,2021-01-16,2021-01-24,ITH3,2
Abruzzo,105,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,http://www.salute.gov.it/imgs/C_17_notizie_5272_3_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-17,2021-01-31,ITF1,2
Friuli Venezia Giulia,103,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,http://www.salute.gov.it/imgs/C_17_notizie_5272_3_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-17,2021-01-31,ITH4,2
Lazio,98,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,http://www.salute.gov.it/imgs/C_17_notizie_5272_3_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-17,2021-01-31,ITI4,2
Liguria,100,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,http://www.salute.gov.it/imgs/C_17_notizie_5272_3_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-17,2021-01-31,ITC3,2
Lombardia,97,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,http://www.salute.gov.it/imgs/C_17_notizie_5272_1_file.pdf,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00225/sg,rossa,2021-01-17,2021-01-31,ITC4,2
Marche,104,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,http://www.salute.gov.it/imgs/C_17_notizie_5272_3_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-17,2021-01-31,ITI3,2
Piemonte,106,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,http://www.salute.gov.it/imgs/C_17_notizie_5272_3_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-17,2021-01-31,ITC1,2
Provincia autonoma Bolzano,95,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,http://www.salute.gov.it/imgs/C_17_notizie_5272_2_file.pdf,art.3,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00224/sg,rossa,2021-01-17,2021-01-31,ITH1,2
Puglia,101,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,http://www.salute.gov.it/imgs/C_17_notizie_5272_3_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-17,2021-01-31,ITF4,2
Sicilia,96,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,http://www.salute.gov.it/imgs/C_17_notizie_5272_0_file.pdf,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00226/sg,rossa,2021-01-17,2021-01-31,ITG1,2
Umbria,102,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,http://www.salute.gov.it/imgs/C_17_notizie_5272_3_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-17,2021-01-31,ITI2,2
Valle d'Aosta,107,17/01/2021,31/01/2021,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,http://www.salute.gov.it/imgs/C_17_notizie_5272_3_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg,arancione,2021-01-17,2021-01-31,ITC2,2
Calabria,118,24/01/2021,07/02/2021,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 22/01/2021,1611273600000,http://www.salute.gov.it/imgs/C_17_notizie_5291_2_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/23/21A00402/sg,arancione,2021-01-24,2021-02-07,ITF6,2
Calabria,130,24/01/2021,07/02/2021,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://bit.ly/3apBQJI,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00536/sg,gialla,2021-01-24,2021-02-07,ITF6,2
Emilia-Romagna,117,24/01/2021,07/02/2021,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 22/01/2021,1611273600000,http://www.salute.gov.it/imgs/C_17_notizie_5291_2_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/23/21A00402/sg,arancione,2021-01-24,2021-02-07,ITH5,2
Emilia-Romagna,129,24/01/2021,07/02/2021,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://bit.ly/3apBQJI,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00536/sg,gialla,2021-01-24,2021-02-07,ITH5,2
Lombardia,120,24/01/2021,07/02/2021,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 23/01/2021,1611360000000,http://www.salute.gov.it/imgs/C_17_notizie_5291_1_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/23/21A00403/sg,arancione,2021-01-24,2021-02-07,ITC4,2
Lombardia,131,24/01/2021,07/02/2021,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://bit.ly/3apBQJI,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00536/sg,gialla,2021-01-24,2021-02-07,ITC4,2
Sardegna,119,24/01/2021,07/02/2021,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 22/01/2021,1611273600000,http://www.salute.gov.it/imgs/C_17_notizie_5291_0_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/23/21A00401/sg,arancione,2021-01-24,2021-02-07,ITG2,2
Sardegna,136,24/01/2021,07/02/2021,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 22/01/2021,1611273600000,http://www.salute.gov.it/imgs/C_17_notizie_5291_0_file.pdf,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/23/21A00401/sg,gialla,2021-01-24,2021-02-07,ITG2,2
Veneto,116,24/01/2021,07/02/2021,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 22/01/2021,1611273600000,http://www.salute.gov.it/imgs/C_17_notizie_5291_2_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/23/21A00402/sg,arancione,2021-01-24,2021-02-07,ITH3,2
Veneto,128,24/01/2021,07/02/2021,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://bit.ly/3apBQJI,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00536/sg,gialla,2021-01-24,2021-02-07,ITH3,2
Abruzzo,125,01/02/2021,05/03/2021,1612137600000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-02-01,2021-03-05,ITF1,2
Friuli Venezia Giulia,123,01/02/2021,05/03/2021,1612137600000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-02-01,2021-03-05,ITH4,2
Lazio,121,01/02/2021,05/03/2021,1612137600000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-02-01,2021-03-05,ITI4,2
Liguria,122,01/02/2021,05/03/2021,1612137600000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-02-01,2021-03-05,ITC3,2
Marche,124,01/02/2021,05/03/2021,1612137600000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-02-01,2021-03-05,ITI3,2
Piemonte,126,01/02/2021,05/03/2021,1612137600000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-02-01,2021-03-05,ITC1,2
Provincia autonoma Bolzano,132,01/02/2021,15/02/2021,1612137600000,15/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://bit.ly/2YuDmo7,art.2,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00537/sg,arancione,2021-02-01,2021-02-15,ITH1,2
Puglia,134,01/02/2021,15/02/2021,1612137600000,15/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://bit.ly/2YuDmo7,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00537/sg,arancione,2021-02-01,2021-02-15,ITF4,2
Sicilia,133,01/02/2021,15/02/2021,1612137600000,15/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://bit.ly/2YuDmo7,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00537/sg,arancione,2021-02-01,2021-02-15,ITG1,2
Sicilia,144,01/02/2021,15/02/2021,1612137600000,15/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://bit.ly/2YuDmo7,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00537/sg,gialla,2021-02-01,2021-02-15,ITG1,2
Umbria,135,01/02/2021,15/02/2021,1612137600000,15/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://bit.ly/2YuDmo7,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00537/sg,arancione,2021-02-01,2021-02-15,ITI2,2
Valle d'Aosta,127,01/02/2021,05/03/2021,1612137600000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg,gialla,2021-02-01,2021-03-05,ITC2,2
Puglia,137,11/02/2021,15/02/2021,1613001600000,15/02/2021,Ministero della Salute,Ordinanza 09/02/2021,1612828800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78780,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/10/21A00830/sg,gialla,2021-02-11,2021-02-15,ITF4,2
Abruzzo,141,14/02/2021,28/02/2021,1613260800000,28/02/2021,Ministero della Salute,Ordinanza 12/02/2021,1613088000000,http://www.salute.gov.it/imgs/C_17_notizie_5325_0_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/13/21A00960/sg,arancione,2021-02-14,2021-02-28,ITF1,2
Liguria,140,14/02/2021,28/02/2021,1613260800000,28/02/2021,Ministero della Salute,Ordinanza 12/02/2021,1613088000000,http://www.salute.gov.it/imgs/C_17_notizie_5325_0_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/13/21A00960/sg,arancione,2021-02-14,2021-02-28,ITC3,2
Liguria,159,14/02/2021,28/02/2021,1613260800000,28/02/2021,Ministero della Salute,Ordinanza 12/02/2021,1613088000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78805,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/13/21A00960/sg,gialla,2021-02-14,2021-02-28,ITC3,2
Provincia autonoma Trento,138,14/02/2021,28/02/2021,1613260800000,28/02/2021,Ministero della Salute,Ordinanza 12/02/2021,1613088000000,http://www.salute.gov.it/imgs/C_17_notizie_5325_0_file.pdf,art.2,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/02/13/21A00960/sg,arancione,2021-02-14,2021-02-28,ITH2,2
Toscana,139,14/02/2021,28/02/2021,1613260800000,28/02/2021,Ministero della Salute,Ordinanza 12/02/2021,1613088000000,http://www.salute.gov.it/imgs/C_17_notizie_5325_0_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/13/21A00960/sg,arancione,2021-02-14,2021-02-28,ITI1,2
Provincia autonoma Bolzano,142,15/02/2021,01/03/2021,1613347200000,01/03/2021,Ministero della Salute,Ordinanza 12/02/2021,1613088000000,http://www.salute.gov.it/imgs/C_17_notizie_5325_0_file.pdf,art.2,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/02/13/21A00960/sg,arancione,2021-02-15,2021-03-01,ITH1,2
Umbria,143,15/02/2021,01/03/2021,1613347200000,01/03/2021,Ministero della Salute,Ordinanza 12/02/2021,1613088000000,http://www.salute.gov.it/imgs/C_17_notizie_5325_0_file.pdf,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/13/21A00960/sg,arancione,2021-02-15,2021-03-01,ITI2,2
Campania,146,21/02/2021,07/03/2021,1613865600000,07/03/2021,Ministero della Salute,Ordinanza 19/02/2021,1613692800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78893,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/20/21A01169/sg,arancione,2021-02-21,2021-03-07,ITF3,2
Emilia-Romagna,147,21/02/2021,07/03/2021,1613865600000,07/03/2021,Ministero della Salute,Ordinanza 19/02/2021,1613692800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78893,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/20/21A01169/sg,arancione,2021-02-21,2021-03-07,ITH5,2
Molise,145,21/02/2021,07/03/2021,1613865600000,07/03/2021,Ministero della Salute,Ordinanza 19/02/2021,1613692800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78893,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/20/21A01169/sg,arancione,2021-02-21,2021-03-07,ITF2,2
Abruzzo,150,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78998,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01260/sg,arancione,2021-03-01,2021-03-15,ITF1,2
Basilicata,156,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78999,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01261/sg,rossa,2021-03-01,2021-03-15,ITF5,2
Basilicata,178,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78999,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01261/sg,arancione,2021-03-01,2021-03-15,ITF5,2
Lombardia,155,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79000,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01262/sg,arancione,2021-03-01,2021-03-15,ITC4,2
Marche,153,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79000,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01262/sg,arancione,2021-03-01,2021-03-15,ITI3,2
Molise,157,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79001,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01263/sg,rossa,2021-03-01,2021-03-15,ITF2,2
Piemonte,154,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79000,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01262/sg,arancione,2021-03-01,2021-03-15,ITC1,2
Provincia autonoma Bolzano,151,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78998,art.2,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01260/sg,arancione,2021-03-01,2021-03-15,ITH1,2
Provincia autonoma Trento,148,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78998,art.2,provinciale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01260/sg,arancione,2021-03-01,2021-03-15,ITH2,2
Sardegna,158,01/03/2021,,1614556800000,,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79002,art.1 comma 11,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01264/sg,bianca,2021-03-01,,ITG2,2
Toscana,149,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78998,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01260/sg,arancione,2021-03-01,2021-03-15,ITI1,2
Umbria,152,01/03/2021,15/03/2021,1614556800000,15/03/2021,Ministero della Salute,Ordinanza 27/02/2021,1614384000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78998,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/28/21A01260/sg,arancione,2021-03-01,2021-03-15,ITI2,2
Campania,160,08/03/2021,22/03/2021,1615161600000,22/03/2021,Ministero della Salute,Ordinanza 05/03/2021,1614902400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79074,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/06/21A01467/sg,rossa,2021-03-08,2021-03-22,ITF3,2
Emilia-Romagna,161,08/03/2021,,1615161600000,,Ministero della Salute,Ordinanza 05/03/2021,1614902400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79073,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/06/21A01466/sg,arancione,2021-03-08,,ITH5,2
Friuli Venezia Giulia,162,08/03/2021,,1615161600000,,Ministero della Salute,Ordinanza 05/03/2021,1614902400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79073,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/06/21A01466/sg,arancione,2021-03-08,,ITH4,2
Veneto,163,08/03/2021,,1615161600000,,Ministero della Salute,Ordinanza 05/03/2021,1614902400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79073,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/06/21A01466/sg,arancione,2021-03-08,,ITH3,2
Calabria,173,15/03/2021,02/04/2021,1615766400000,02/04/2021,Presidente della Repubblica,DL 13/03/2021 n.30,1615593600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79152,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21G00040/sg,arancione,2021-03-15,2021-04-02,ITF6,2
Emilia-Romagna,167,15/03/2021,29/03/2021,1615766400000,29/03/2021,Ministero della Salute,Ordinanza 12/03/2021,1615507200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79154,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21A01593/sg,rossa,2021-03-15,2021-03-29,ITH5,2
Friuli Venezia Giulia,168,15/03/2021,29/03/2021,1615766400000,29/03/2021,Ministero della Salute,Ordinanza 12/03/2021,1615507200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79154,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21A01593/sg,rossa,2021-03-15,2021-03-29,ITH4,2
Lazio,164,15/03/2021,29/03/2021,1615766400000,29/03/2021,Ministero della Salute,Ordinanza 12/03/2021,1615507200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79154,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21A01593/sg,rossa,2021-03-15,2021-03-29,ITI4,2
