iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
13/09/2021,17/12/2020,16544
13/09/2021,18/12/2020,16966
13/09/2021,19/12/2020,12963
13/09/2021,20/12/2020,6480
13/09/2021,21/12/2020,17309
13/09/2021,22/12/2020,19609
13/09/2021,23/12/2020,19135
13/09/2021,24/12/2020,15956
13/09/2021,25/12/2020,4598
13/09/2021,26/12/2020,8003
13/09/2021,27/12/2020,7745
13/09/2021,28/12/2020,19164
13/09/2021,29/12/2020,24160
13/09/2021,30/12/2020,23926
13/09/2021,31/12/2020,19193
13/09/2021,01/01/2021,5689
13/09/2021,02/01/2021,15654
13/09/2021,03/01/2021,8385
13/09/2021,04/01/2021,22883
13/09/2021,05/01/2021,24787
13/09/2021,06/01/2021,9153
13/09/2021,07/01/2021,21483
13/09/2021,08/01/2021,21121
13/09/2021,09/01/2021,15584
13/09/2021,10/01/2021,6922
13/09/2021,11/01/2021,17054
13/09/2021,12/01/2021,16465
13/09/2021,13/01/2021,15474
13/09/2021,14/01/2021,14679
13/09/2021,15/01/2021,14341
13/09/2021,16/01/2021,10924
13/09/2021,17/01/2021,4993
13/09/2021,18/01/2021,14552
13/09/2021,19/01/2021,14556
13/09/2021,20/01/2021,13753
13/09/2021,21/01/2021,12898
13/09/2021,22/01/2021,13714
13/09/2021,23/01/2021,10517
13/09/2021,24/01/2021,4857
13/09/2021,25/01/2021,14318
13/09/2021,26/01/2021,14617
13/09/2021,27/01/2021,13347
13/09/2021,28/01/2021,12233
13/09/2021,29/01/2021,12944
13/09/2021,30/01/2021,10235
13/09/2021,31/01/2021,4792
13/09/2021,01/02/2021,13442
13/09/2021,02/02/2021,13939
13/09/2021,03/02/2021,13337
13/09/2021,04/02/2021,13306
13/09/2021,05/02/2021,13608
13/09/2021,06/02/2021,10771
13/09/2021,07/02/2021,4817
13/09/2021,08/02/2021,13872
13/09/2021,09/02/2021,14654
13/09/2021,10/02/2021,13886
13/09/2021,11/02/2021,13422
13/09/2021,12/02/2021,13112
13/09/2021,13/02/2021,9830
13/09/2021,14/02/2021,4407
13/09/2021,15/02/2021,12958
13/09/2021,16/02/2021,14088
13/09/2021,17/02/2021,14067
13/09/2021,18/02/2021,14618
13/09/2021,19/02/2021,15424
13/09/2021,20/02/2021,12642
13/09/2021,21/02/2021,5799
13/09/2021,22/02/2021,17963
13/09/2021,23/02/2021,19838
13/09/2021,24/02/2021,19906
13/09/2021,25/02/2021,19541
13/09/2021,26/02/2021,20935
13/09/2021,27/02/2021,15957
13/09/2021,28/02/2021,7111
13/09/2021,01/03/2021,22033
13/09/2021,02/03/2021,23131
13/09/2021,03/03/2021,23876
13/09/2021,04/03/2021,22898
13/09/2021,05/03/2021,24271
13/09/2021,06/03/2021,18133
13/09/2021,07/03/2021,8064
13/09/2021,08/03/2021,23971
13/09/2021,09/03/2021,26008
13/09/2021,10/03/2021,25743
13/09/2021,11/03/2021,25723
13/09/2021,12/03/2021,25310
13/09/2021,13/03/2021,20056
13/09/2021,14/03/2021,8971
13/09/2021,15/03/2021,24374
13/09/2021,16/03/2021,25889
13/09/2021,17/03/2021,24796
13/09/2021,18/03/2021,24040
13/09/2021,19/03/2021,23561
13/09/2021,20/03/2021,17895
13/09/2021,21/03/2021,8481
13/09/2021,22/03/2021,23284
13/09/2021,23/03/2021,24505
13/09/2021,24/03/2021,24205
13/09/2021,25/03/2021,23237
13/09/2021,26/03/2021,23417
13/09/2021,27/03/2021,17349
13/09/2021,28/03/2021,8234
13/09/2021,29/03/2021,22378
13/09/2021,30/03/2021,23408
13/09/2021,31/03/2021,22183
13/09/2021,01/04/2021,21641
13/09/2021,02/04/2021,20492
13/09/2021,03/04/2021,15536
13/09/2021,04/04/2021,5667
13/09/2021,05/04/2021,7269
13/09/2021,06/04/2021,18549
13/09/2021,07/04/2021,19179
13/09/2021,08/04/2021,17683
13/09/2021,09/04/2021,17293
13/09/2021,10/04/2021,14020
13/09/2021,11/04/2021,6747
13/09/2021,12/04/2021,16831
13/09/2021,13/04/2021,17308
13/09/2021,14/04/2021,16324
13/09/2021,15/04/2021,14988
13/09/2021,16/04/2021,15103
13/09/2021,17/04/2021,11436
13/09/2021,18/04/2021,5801
13/09/2021,19/04/2021,14740
13/09/2021,20/04/2021,15665
13/09/2021,21/04/2021,14798
13/09/2021,22/04/2021,14256
13/09/2021,23/04/2021,14507
13/09/2021,24/04/2021,12026
13/09/2021,25/04/2021,5269
13/09/2021,26/04/2021,13672
13/09/2021,27/04/2021,14414
13/09/2021,28/04/2021,13756
13/09/2021,29/04/2021,12424
13/09/2021,30/04/2021,12904
13/09/2021,01/05/2021,6118
13/09/2021,02/05/2021,4635
13/09/2021,03/05/2021,11475
13/09/2021,04/05/2021,11412
13/09/2021,05/05/2021,10795
13/09/2021,06/05/2021,9510
13/09/2021,07/05/2021,9514
13/09/2021,08/05/2021,7406
13/09/2021,09/05/2021,3602
13/09/2021,10/05/2021,8125
13/09/2021,11/05/2021,8279
13/09/2021,12/05/2021,7500
13/09/2021,13/05/2021,6691
13/09/2021,14/05/2021,6561
13/09/2021,15/05/2021,5030
13/09/2021,16/05/2021,2164
13/09/2021,17/05/2021,5494
13/09/2021,18/05/2021,5811
13/09/2021,19/05/2021,5084
13/09/2021,20/05/2021,4402
13/09/2021,21/05/2021,4516
13/09/2021,22/05/2021,3626
13/09/2021,23/05/2021,1475
13/09/2021,24/05/2021,3964
13/09/2021,25/05/2021,4033
13/09/2021,26/05/2021,3683
13/09/2021,27/05/2021,3413
13/09/2021,28/05/2021,3406
13/09/2021,29/05/2021,2705
13/09/2021,30/05/2021,1195
13/09/2021,31/05/2021,2986
13/09/2021,01/06/2021,3170
13/09/2021,02/06/2021,1273
13/09/2021,03/06/2021,2763
13/09/2021,04/06/2021,3008
13/09/2021,05/06/2021,2106
13/09/2021,06/06/2021,983
13/09/2021,07/06/2021,2206
13/09/2021,08/06/2021,2151
13/09/2021,09/06/2021,1834
13/09/2021,10/06/2021,1806
13/09/2021,11/06/2021,1821
13/09/2021,12/06/2021,1171
13/09/2021,13/06/2021,571
13/09/2021,14/06/2021,1465
13/09/2021,15/06/2021,1325
13/09/2021,16/06/2021,1219
13/09/2021,17/06/2021,1121
13/09/2021,18/06/2021,1077
13/09/2021,19/06/2021,815
13/09/2021,20/06/2021,362
13/09/2021,21/06/2021,942
13/09/2021,22/06/2021,938
13/09/2021,23/06/2021,809
13/09/2021,24/06/2021,806
13/09/2021,25/06/2021,840
13/09/2021,26/06/2021,655
13/09/2021,27/06/2021,274
13/09/2021,28/06/2021,830
13/09/2021,29/06/2021,795
13/09/2021,30/06/2021,871
13/09/2021,01/07/2021,907
13/09/2021,02/07/2021,990
13/09/2021,03/07/2021,822
13/09/2021,04/07/2021,402
13/09/2021,05/07/2021,1127
13/09/2021,06/07/2021,1382
13/09/2021,07/07/2021,1218
13/09/2021,08/07/2021,1390
13/09/2021,09/07/2021,1491
13/09/2021,10/07/2021,1400
13/09/2021,11/07/2021,788
13/09/2021,12/07/2021,1991
13/09/2021,13/07/2021,2605
13/09/2021,14/07/2021,2617
13/09/2021,15/07/2021,3191
13/09/2021,16/07/2021,3692
13/09/2021,17/07/2021,2960
13/09/2021,18/07/2021,1752
13/09/2021,19/07/2021,4238
13/09/2021,20/07/2021,5037
13/09/2021,21/07/2021,5117
13/09/2021,22/07/2021,4942
13/09/2021,23/07/2021,5427
13/09/2021,24/07/2021,4248
13/09/2021,25/07/2021,2204
13/09/2021,26/07/2021,6309
13/09/2021,27/07/2021,6401
13/09/2021,28/07/2021,6124
13/09/2021,29/07/2021,5925
13/09/2021,30/07/2021,6173
13/09/2021,31/07/2021,4945
13/09/2021,01/08/2021,2397
13/09/2021,02/08/2021,6638
13/09/2021,03/08/2021,7091
13/09/2021,04/08/2021,7087
13/09/2021,05/08/2021,6401
13/09/2021,06/08/2021,7079
13/09/2021,07/08/2021,5066
13/09/2021,08/08/2021,2980
13/09/2021,09/08/2021,7012
13/09/2021,10/08/2021,7478
13/09/2021,11/08/2021,7002
13/09/2021,12/08/2021,7089
13/09/2021,13/08/2021,6950
13/09/2021,14/08/2021,5133
13/09/2021,15/08/2021,2347
13/09/2021,16/08/2021,6673
13/09/2021,17/08/2021,7662
13/09/2021,18/08/2021,7300
13/09/2021,19/08/2021,7089
13/09/2021,20/08/2021,7459
13/09/2021,21/08/2021,5692
13/09/2021,22/08/2021,3096
13/09/2021,23/08/2021,7740
13/09/2021,24/08/2021,7843
13/09/2021,25/08/2021,7679
13/09/2021,26/08/2021,6911
13/09/2021,27/08/2021,6937
13/09/2021,28/08/2021,5504
13/09/2021,29/08/2021,2881
13/09/2021,30/08/2021,6780
13/09/2021,31/08/2021,6985
13/09/2021,01/09/2021,6511
13/09/2021,02/09/2021,5922
13/09/2021,03/09/2021,5879
13/09/2021,04/09/2021,4561
13/09/2021,05/09/2021,2348
13/09/2021,06/09/2021,5195
13/09/2021,07/09/2021,5289
13/09/2021,08/09/2021,4745
13/09/2021,09/09/2021,4014
13/09/2021,10/09/2021,3637
13/09/2021,11/09/2021,1848
13/09/2021,12/09/2021,264
13/09/2021,13/09/2021,5
13/09/2021,,2543
14/09/2021,29/01/2020,<5
14/09/2021,06/02/2020,<5
14/09/2021,20/02/2020,<5
14/09/2021,21/02/2020,37
14/09/2021,22/02/2020,57
14/09/2021,23/02/2020,77
14/09/2021,24/02/2020,86
14/09/2021,25/02/2020,191
14/09/2021,26/02/2020,277
14/09/2021,27/02/2020,286
14/09/2021,28/02/2020,354
14/09/2021,29/02/2020,373
14/09/2021,01/03/2020,410
14/09/2021,02/03/2020,630
14/09/2021,03/03/2020,804
14/09/2021,04/03/2020,1075
14/09/2021,05/03/2020,1301
14/09/2021,06/03/2020,1528
14/09/2021,07/03/2020,1449
14/09/2021,08/03/2020,1452
14/09/2021,09/03/2020,2240
14/09/2021,10/03/2020,2454
14/09/2021,11/03/2020,2776
14/09/2021,12/03/2020,3140
14/09/2021,13/03/2020,4105
14/09/2021,14/03/2020,3537
14/09/2021,15/03/2020,2849
14/09/2021,16/03/2020,4814
14/09/2021,17/03/2020,5343
14/09/2021,18/03/2020,5689
14/09/2021,19/03/2020,5680
14/09/2021,20/03/2020,6255
14/09/2021,21/03/2020,4922
14/09/2021,22/03/2020,3926
14/09/2021,23/03/2020,6101
14/09/2021,24/03/2020,5916
14/09/2021,25/03/2020,5803
14/09/2021,26/03/2020,5703
14/09/2021,27/03/2020,5795
14/09/2021,28/03/2020,4528
14/09/2021,29/03/2020,3015
14/09/2021,30/03/2020,5089
14/09/2021,31/03/2020,5362
14/09/2021,01/04/2020,5024
14/09/2021,02/04/2020,4776
14/09/2021,03/04/2020,4452
14/09/2021,04/04/2020,3661
14/09/2021,05/04/2020,2600
14/09/2021,06/04/2020,4088
14/09/2021,07/04/2020,4141
14/09/2021,08/04/2020,4801
14/09/2021,09/04/2020,4686
14/09/2021,10/04/2020,5130
14/09/2021,11/04/2020,3431
14/09/2021,12/04/2020,1924
14/09/2021,13/04/2020,2267
14/09/2021,14/04/2020,3277
14/09/2021,15/04/2020,3951
14/09/2021,16/04/2020,3706
14/09/2021,17/04/2020,3504
14/09/2021,18/04/2020,2640
14/09/2021,19/04/2020,1389
14/09/2021,20/04/2020,3007
14/09/2021,21/04/2020,3076
14/09/2021,22/04/2020,2605
14/09/2021,23/04/2020,2812
14/09/2021,24/04/2020,2739
14/09/2021,25/04/2020,1667
14/09/2021,26/04/2020,1018
14/09/2021,27/04/2020,1982
14/09/2021,28/04/2020,2240
14/09/2021,29/04/2020,2327
14/09/2021,30/04/2020,2267
14/09/2021,01/05/2020,1085
14/09/2021,02/05/2020,1020
14/09/2021,03/05/2020,506
14/09/2021,04/05/2020,1458
14/09/2021,05/05/2020,1536
14/09/2021,06/05/2020,1443
14/09/2021,07/05/2020,1389
14/09/2021,08/05/2020,1379
14/09/2021,09/05/2020,731
14/09/2021,10/05/2020,337
14/09/2021,11/05/2020,872
14/09/2021,12/05/2020,916
14/09/2021,13/05/2020,889
14/09/2021,14/05/2020,902
14/09/2021,15/05/2020,791
14/09/2021,16/05/2020,606
14/09/2021,17/05/2020,298
14/09/2021,18/05/2020,655
14/09/2021,19/05/2020,720
14/09/2021,20/05/2020,674
14/09/2021,21/05/2020,622
14/09/2021,22/05/2020,685
14/09/2021,23/05/2020,356
14/09/2021,24/05/2020,147
14/09/2021,25/05/2020,513
14/09/2021,26/05/2020,540
14/09/2021,27/05/2020,524
14/09/2021,28/05/2020,516
14/09/2021,29/05/2020,388
14/09/2021,30/05/2020,285
14/09/2021,31/05/2020,89
14/09/2021,01/06/2020,375
14/09/2021,02/06/2020,87
14/09/2021,03/06/2020,358
14/09/2021,04/06/2020,361
14/09/2021,05/06/2020,384
14/09/2021,06/06/2020,203
14/09/2021,07/06/2020,84
14/09/2021,08/06/2020,300
14/09/2021,09/06/2020,368
14/09/2021,10/06/2020,394
14/09/2021,11/06/2020,447
14/09/2021,12/06/2020,369
14/09/2021,13/06/2020,214
14/09/2021,14/06/2020,68
14/09/2021,15/06/2020,276
14/09/2021,16/06/2020,280
14/09/2021,17/06/2020,302
14/09/2021,18/06/2020,232
14/09/2021,19/06/2020,290
14/09/2021,20/06/2020,165
14/09/2021,21/06/2020,62
14/09/2021,22/06/2020,333
14/09/2021,23/06/2020,292
14/09/2021,24/06/2020,206
14/09/2021,25/06/2020,201
14/09/2021,26/06/2020,184
14/09/2021,27/06/2020,121
14/09/2021,28/06/2020,62
14/09/2021,29/06/2020,233
14/09/2021,30/06/2020,198
14/09/2021,01/07/2020,236
14/09/2021,02/07/2020,249
14/09/2021,03/07/2020,238
14/09/2021,04/07/2020,219
14/09/2021,05/07/2020,81
14/09/2021,06/07/2020,235
14/09/2021,07/07/2020,224
14/09/2021,08/07/2020,284
14/09/2021,09/07/2020,220
14/09/2021,10/07/2020,250
14/09/2021,11/07/2020,163
14/09/2021,12/07/2020,62
14/09/2021,13/07/2020,187
14/09/2021,14/07/2020,238
14/09/2021,15/07/2020,237
14/09/2021,16/07/2020,256
14/09/2021,17/07/2020,285
14/09/2021,18/07/2020,166
14/09/2021,19/07/2020,110
14/09/2021,20/07/2020,316
14/09/2021,21/07/2020,279
14/09/2021,22/07/2020,276
14/09/2021,23/07/2020,267
14/09/2021,24/07/2020,307
14/09/2021,25/07/2020,193
14/09/2021,26/07/2020,92
14/09/2021,27/07/2020,323
14/09/2021,28/07/2020,317
14/09/2021,29/07/2020,469
14/09/2021,30/07/2020,353
14/09/2021,31/07/2020,320
14/09/2021,01/08/2020,201
14/09/2021,02/08/2020,107
14/09/2021,03/08/2020,420
14/09/2021,04/08/2020,394
14/09/2021,05/08/2020,507
14/09/2021,06/08/2020,398
14/09/2021,07/08/2020,494
14/09/2021,08/08/2020,344
14/09/2021,09/08/2020,194
14/09/2021,10/08/2020,501
14/09/2021,11/08/2020,534
14/09/2021,12/08/2020,626
14/09/2021,13/08/2020,550
14/09/2021,14/08/2020,633
14/09/2021,15/08/2020,324
14/09/2021,16/08/2020,300
14/09/2021,17/08/2020,704
14/09/2021,18/08/2020,926
14/09/2021,19/08/2020,1069
14/09/2021,20/08/2020,1161
14/09/2021,21/08/2020,1416
14/09/2021,22/08/2020,1064
14/09/2021,23/08/2020,718
14/09/2021,24/08/2020,1675
14/09/2021,25/08/2020,1598
14/09/2021,26/08/2020,1550
14/09/2021,27/08/2020,1510
14/09/2021,28/08/2020,1470
14/09/2021,29/08/2020,1066
14/09/2021,30/08/2020,588
14/09/2021,31/08/2020,1437
14/09/2021,01/09/2020,1429
14/09/2021,02/09/2020,1629
14/09/2021,03/09/2020,1597
14/09/2021,04/09/2020,1656
14/09/2021,05/09/2020,1149
14/09/2021,06/09/2020,563
14/09/2021,07/09/2020,1585
14/09/2021,08/09/2020,1621
14/09/2021,09/09/2020,1634
14/09/2021,10/09/2020,1678
14/09/2021,11/09/2020,1622
14/09/2021,12/09/2020,1230
14/09/2021,13/09/2020,603
14/09/2021,14/09/2020,1667
14/09/2021,15/09/2020,1833
14/09/2021,16/09/2020,1621
14/09/2021,17/09/2020,1755
14/09/2021,18/09/2020,1927
14/09/2021,19/09/2020,1326
14/09/2021,20/09/2020,664
14/09/2021,21/09/2020,1981
14/09/2021,22/09/2020,1945
14/09/2021,23/09/2020,2049
14/09/2021,24/09/2020,2017
14/09/2021,25/09/2020,2112
14/09/2021,26/09/2020,1505
14/09/2021,27/09/2020,905
14/09/2021,28/09/2020,2295
14/09/2021,29/09/2020,2338
14/09/2021,30/09/2020,2619
14/09/2021,01/10/2020,3042
14/09/2021,02/10/2020,3334
14/09/2021,03/10/2020,2616
14/09/2021,04/10/2020,1765
14/09/2021,05/10/2020,4727
14/09/2021,06/10/2020,4947
14/09/2021,07/10/2020,5464
14/09/2021,08/10/2020,6180
14/09/2021,09/10/2020,6946
14/09/2021,10/10/2020,6070
14/09/2021,11/10/2020,3437
14/09/2021,12/10/2020,9601
14/09/2021,13/10/2020,10457
14/09/2021,14/10/2020,11478
14/09/2021,15/10/2020,12221
14/09/2021,16/10/2020,13796
14/09/2021,17/10/2020,11903
14/09/2021,18/10/2020,6430
14/09/2021,19/10/2020,17634
14/09/2021,20/10/2020,19720
14/09/2021,21/10/2020,22781
14/09/2021,22/10/2020,24196
14/09/2021,23/10/2020,26144
14/09/2021,24/10/2020,20248
14/09/2021,25/10/2020,11364
14/09/2021,26/10/2020,28759
14/09/2021,27/10/2020,31767
14/09/2021,28/10/2020,34221
14/09/2021,29/10/2020,33331
14/09/2021,30/10/2020,35561
14/09/2021,31/10/2020,25801
14/09/2021,01/11/2020,13877
14/09/2021,02/11/2020,35341
14/09/2021,03/11/2020,38391
14/09/2021,04/11/2020,41633
14/09/2021,05/11/2020,40625
14/09/2021,06/11/2020,41984
14/09/2021,07/11/2020,30354
14/09/2021,08/11/2020,15707
14/09/2021,09/11/2020,39306
14/09/2021,10/11/2020,40817
14/09/2021,11/11/2020,39727
14/09/2021,12/11/2020,39248
14/09/2021,13/11/2020,40014
14/09/2021,14/11/2020,29163
14/09/2021,15/11/2020,14651
14/09/2021,16/11/2020,36703
14/09/2021,17/11/2020,38476
14/09/2021,18/11/2020,37001
14/09/2021,19/11/2020,35447
14/09/2021,20/11/2020,32876
14/09/2021,21/11/2020,22856
14/09/2021,22/11/2020,10865
14/09/2021,23/11/2020,28478
14/09/2021,24/11/2020,28879
14/09/2021,25/11/2020,27468
14/09/2021,26/11/2020,26582
14/09/2021,27/11/2020,24479
14/09/2021,28/11/2020,18233
14/09/2021,29/11/2020,8268
14/09/2021,30/11/2020,22540
14/09/2021,01/12/2020,23233
14/09/2021,02/12/2020,21672
14/09/2021,03/12/2020,20270
14/09/2021,04/12/2020,20496
14/09/2021,05/12/2020,15421
14/09/2021,06/12/2020,6348
14/09/2021,07/12/2020,19503
14/09/2021,08/12/2020,7764
14/09/2021,09/12/2020,20134
14/09/2021,10/12/2020,20696
14/09/2021,11/12/2020,19806
14/09/2021,12/12/2020,14308
14/09/2021,13/12/2020,5792
14/09/2021,14/12/2020,18156
14/09/2021,15/12/2020,18581
14/09/2021,16/12/2020,16997
14/09/2021,17/12/2020,16544
14/09/2021,18/12/2020,16966
14/09/2021,19/12/2020,12963
14/09/2021,20/12/2020,6480
14/09/2021,21/12/2020,17309
14/09/2021,22/12/2020,19609
14/09/2021,23/12/2020,19135
14/09/2021,24/12/2020,15956
14/09/2021,25/12/2020,4598
14/09/2021,26/12/2020,8003
14/09/2021,27/12/2020,7745
14/09/2021,28/12/2020,19165
14/09/2021,29/12/2020,24158
14/09/2021,30/12/2020,23926
14/09/2021,31/12/2020,19193
14/09/2021,01/01/2021,5689
14/09/2021,02/01/2021,15654
14/09/2021,03/01/2021,8385
14/09/2021,04/01/2021,22883
14/09/2021,05/01/2021,24787
14/09/2021,06/01/2021,9153
14/09/2021,07/01/2021,21483
14/09/2021,08/01/2021,21122
14/09/2021,09/01/2021,15585
14/09/2021,10/01/2021,6922
14/09/2021,11/01/2021,17055
14/09/2021,12/01/2021,16466
14/09/2021,13/01/2021,15474
14/09/2021,14/01/2021,14679
14/09/2021,15/01/2021,14341
14/09/2021,16/01/2021,10925
14/09/2021,17/01/2021,4993
14/09/2021,18/01/2021,14552
14/09/2021,19/01/2021,14556
14/09/2021,20/01/2021,13753
14/09/2021,21/01/2021,12898
14/09/2021,22/01/2021,13714
14/09/2021,23/01/2021,10517
14/09/2021,24/01/2021,4857
14/09/2021,25/01/2021,14319
14/09/2021,26/01/2021,14618
14/09/2021,27/01/2021,13347
14/09/2021,28/01/2021,12233
14/09/2021,29/01/2021,12945
14/09/2021,30/01/2021,10235
14/09/2021,31/01/2021,4792
14/09/2021,01/02/2021,13444
14/09/2021,02/02/2021,13939
14/09/2021,03/02/2021,13338
14/09/2021,04/02/2021,13306
14/09/2021,05/02/2021,13608
14/09/2021,06/02/2021,10771
14/09/2021,07/02/2021,4817
14/09/2021,08/02/2021,13872
14/09/2021,09/02/2021,14653
14/09/2021,10/02/2021,13886
14/09/2021,11/02/2021,13422
14/09/2021,12/02/2021,13112
14/09/2021,13/02/2021,9830
14/09/2021,14/02/2021,4407
14/09/2021,15/02/2021,12958
14/09/2021,16/02/2021,14088
14/09/2021,17/02/2021,14068
14/09/2021,18/02/2021,14618
14/09/2021,19/02/2021,15424
14/09/2021,20/02/2021,12642
14/09/2021,21/02/2021,5799
14/09/2021,22/02/2021,17963
14/09/2021,23/02/2021,19838
14/09/2021,24/02/2021,19906
14/09/2021,25/02/2021,19541
14/09/2021,26/02/2021,20935
14/09/2021,27/02/2021,15957
14/09/2021,28/02/2021,7111
14/09/2021,01/03/2021,22033
14/09/2021,02/03/2021,23131
14/09/2021,03/03/2021,23876
14/09/2021,04/03/2021,22899
14/09/2021,05/03/2021,24271
14/09/2021,06/03/2021,18133
14/09/2021,07/03/2021,8065
14/09/2021,08/03/2021,23972
14/09/2021,09/03/2021,26009
14/09/2021,10/03/2021,25743
14/09/2021,11/03/2021,25723
14/09/2021,12/03/2021,25310
14/09/2021,13/03/2021,20056
14/09/2021,14/03/2021,8971
14/09/2021,15/03/2021,24374
14/09/2021,16/03/2021,25889
14/09/2021,17/03/2021,24797
14/09/2021,18/03/2021,24040
14/09/2021,19/03/2021,23562
14/09/2021,20/03/2021,17895
14/09/2021,21/03/2021,8481
14/09/2021,22/03/2021,23285
14/09/2021,23/03/2021,24506
14/09/2021,24/03/2021,24205
14/09/2021,25/03/2021,23238
14/09/2021,26/03/2021,23418
14/09/2021,27/03/2021,17349
14/09/2021,28/03/2021,8234
14/09/2021,29/03/2021,22379
14/09/2021,30/03/2021,23410
14/09/2021,31/03/2021,22183
14/09/2021,01/04/2021,21641
14/09/2021,02/04/2021,20492
14/09/2021,03/04/2021,15537
14/09/2021,04/04/2021,5667
14/09/2021,05/04/2021,7269
14/09/2021,06/04/2021,18549
14/09/2021,07/04/2021,19179
14/09/2021,08/04/2021,17682
14/09/2021,09/04/2021,17293
14/09/2021,10/04/2021,14020
14/09/2021,11/04/2021,6747
14/09/2021,12/04/2021,16832
14/09/2021,13/04/2021,17308
14/09/2021,14/04/2021,16325
14/09/2021,15/04/2021,14989
14/09/2021,16/04/2021,15104
14/09/2021,17/04/2021,11436
14/09/2021,18/04/2021,5801
14/09/2021,19/04/2021,14741
14/09/2021,20/04/2021,15665
14/09/2021,21/04/2021,14798
14/09/2021,22/04/2021,14256
14/09/2021,23/04/2021,14507
14/09/2021,24/04/2021,12026
14/09/2021,25/04/2021,5268
14/09/2021,26/04/2021,13672
14/09/2021,27/04/2021,14414
14/09/2021,28/04/2021,13757
14/09/2021,29/04/2021,12424
14/09/2021,30/04/2021,12904
14/09/2021,01/05/2021,6119
14/09/2021,02/05/2021,4634
14/09/2021,03/05/2021,11475
14/09/2021,04/05/2021,11412
14/09/2021,05/05/2021,10795
14/09/2021,06/05/2021,9510
14/09/2021,07/05/2021,9514
14/09/2021,08/05/2021,7406
14/09/2021,09/05/2021,3602
14/09/2021,10/05/2021,8125
14/09/2021,11/05/2021,8279
14/09/2021,12/05/2021,7500
14/09/2021,13/05/2021,6691
14/09/2021,14/05/2021,6561
14/09/2021,15/05/2021,5030
14/09/2021,16/05/2021,2164
14/09/2021,17/05/2021,5494
14/09/2021,18/05/2021,5811
14/09/2021,19/05/2021,5084
14/09/2021,20/05/2021,4402
14/09/2021,21/05/2021,4516
14/09/2021,22/05/2021,3626
14/09/2021,23/05/2021,1474
14/09/2021,24/05/2021,3964
14/09/2021,25/05/2021,4033
14/09/2021,26/05/2021,3683
14/09/2021,27/05/2021,3413
14/09/2021,28/05/2021,3406
14/09/2021,29/05/2021,2705
14/09/2021,30/05/2021,1195
14/09/2021,31/05/2021,2987
14/09/2021,01/06/2021,3170
14/09/2021,02/06/2021,1273
14/09/2021,03/06/2021,2763
14/09/2021,04/06/2021,3008
14/09/2021,05/06/2021,2106
14/09/2021,06/06/2021,983
14/09/2021,07/06/2021,2206
14/09/2021,08/06/2021,2151
14/09/2021,09/06/2021,1834
14/09/2021,10/06/2021,1806
14/09/2021,11/06/2021,1821
14/09/2021,12/06/2021,1172
14/09/2021,13/06/2021,571
14/09/2021,14/06/2021,1465
14/09/2021,15/06/2021,1325
14/09/2021,16/06/2021,1219
14/09/2021,17/06/2021,1121
14/09/2021,18/06/2021,1077
14/09/2021,19/06/2021,815
14/09/2021,20/06/2021,362
14/09/2021,21/06/2021,942
14/09/2021,22/06/2021,938
14/09/2021,23/06/2021,809
14/09/2021,24/06/2021,806
14/09/2021,25/06/2021,840
14/09/2021,26/06/2021,655
14/09/2021,27/06/2021,274
14/09/2021,28/06/2021,830
14/09/2021,29/06/2021,795
14/09/2021,30/06/2021,871
14/09/2021,01/07/2021,907
14/09/2021,02/07/2021,990
14/09/2021,03/07/2021,823
14/09/2021,04/07/2021,402
14/09/2021,05/07/2021,1127
14/09/2021,06/07/2021,1382
14/09/2021,07/07/2021,1218
14/09/2021,08/07/2021,1390
14/09/2021,09/07/2021,1491
14/09/2021,10/07/2021,1400
14/09/2021,11/07/2021,788
14/09/2021,12/07/2021,1991
14/09/2021,13/07/2021,2605
14/09/2021,14/07/2021,2617
14/09/2021,15/07/2021,3191
14/09/2021,16/07/2021,3692
14/09/2021,17/07/2021,2960
14/09/2021,18/07/2021,1752
14/09/2021,19/07/2021,4238
14/09/2021,20/07/2021,5037
14/09/2021,21/07/2021,5117
14/09/2021,22/07/2021,4942
14/09/2021,23/07/2021,5427
14/09/2021,24/07/2021,4248
14/09/2021,25/07/2021,2204
14/09/2021,26/07/2021,6309
14/09/2021,27/07/2021,6400
14/09/2021,28/07/2021,6124
14/09/2021,29/07/2021,5925
14/09/2021,30/07/2021,6173
14/09/2021,31/07/2021,4948
14/09/2021,01/08/2021,2394
14/09/2021,02/08/2021,6640
14/09/2021,03/08/2021,7089
14/09/2021,04/08/2021,7089
14/09/2021,05/08/2021,6401
14/09/2021,06/08/2021,7080
14/09/2021,07/08/2021,5068
14/09/2021,08/08/2021,2984
14/09/2021,09/08/2021,7009
14/09/2021,10/08/2021,7480
14/09/2021,11/08/2021,7004
14/09/2021,12/08/2021,7093
14/09/2021,13/08/2021,6954
14/09/2021,14/08/2021,5135
14/09/2021,15/08/2021,2348
14/09/2021,16/08/2021,6678
14/09/2021,17/08/2021,7663
14/09/2021,18/08/2021,7303
14/09/2021,19/08/2021,7090
14/09/2021,20/08/2021,7464
14/09/2021,21/08/2021,5697
14/09/2021,22/08/2021,3101
14/09/2021,23/08/2021,7742
14/09/2021,24/08/2021,7847
14/09/2021,25/08/2021,7685
14/09/2021,26/08/2021,6915
14/09/2021,27/08/2021,6950
14/09/2021,28/08/2021,5511
14/09/2021,29/08/2021,2888
