OBJECTID,DATA_TAMPONE,PROVINCIA,INCREMENTO,REGIONE
1730,1591228800000,CREMONA,6443,LOMBARDIA
1731,1591228800000,LODI,3490,LOMBARDIA
1732,1591228800000,SONDRIO,1500,LOMBARDIA
1733,1591228800000,MANTOVA,3373,LOMBARDIA
1734,1591228800000,LECCO,2776,LOMBARDIA
1735,1591228800000,COMO,3957,LOMBARDIA
1736,1591228800000,VARESE,3732,LOMBARDIA
1737,1591228800000,MILANO,23477,LOMBARDIA
1738,1591228800000,PAVIA,5448,LOMBARDIA
1739,1591228800000,IGNOTA,1664,LOMBARDIA
1740,1591228800000,BERGAMO,13595,LOMBARDIA
1741,1591228800000,BRESCIA,14867,LOMBARDIA
1742,1591315200000,SONDRIO,1505,LOMBARDIA
1743,1591315200000,BRESCIA,14922,LOMBARDIA
1744,1591315200000,BERGAMO,13637,LOMBARDIA
1745,1591315200000,COMO,3963,LOMBARDIA
1746,1591315200000,MILANO,23555,LOMBARDIA
1747,1591315200000,LECCO,2777,LOMBARDIA
1748,1591315200000,MONZA E DELLA BRIANZA,5622,LOMBARDIA
1749,1591315200000,VARESE,3740,LOMBARDIA
1750,1591315200000,LODI,3495,LOMBARDIA
1751,1591315200000,PAVIA,5467,LOMBARDIA
1752,1591315200000,MANTOVA,3377,LOMBARDIA
1753,1591315200000,CREMONA,6454,LOMBARDIA
1754,1591315200000,IGNOTA,1667,LOMBARDIA
1755,1591401600000,CREMONA,6457,LOMBARDIA
1756,1591401600000,LODI,3504,LOMBARDIA
1757,1591401600000,MILANO,23588,LOMBARDIA
1758,1591401600000,LECCO,2779,LOMBARDIA
1759,1591401600000,BERGAMO,13649,LOMBARDIA
1760,1591401600000,BRESCIA,14946,LOMBARDIA
1761,1591401600000,MONZA E DELLA BRIANZA,5628,LOMBARDIA
1762,1591401600000,IGNOTA,1670,LOMBARDIA
1763,1591401600000,COMO,3973,LOMBARDIA
1764,1591401600000,PAVIA,5471,LOMBARDIA
1765,1591401600000,VARESE,3750,LOMBARDIA
1766,1591401600000,MANTOVA,3378,LOMBARDIA
1767,1591401600000,SONDRIO,1507,LOMBARDIA
36,1591488000000,COMO,3922,LOMBARDIA
37,1591488000000,LODI,3503,LOMBARDIA
1768,1591488000000,CREMONA,6458,LOMBARDIA
1769,1591488000000,PAVIA,5472,LOMBARDIA
1770,1591488000000,LECCO,2780,LOMBARDIA
1771,1591488000000,IGNOTA,1671,LOMBARDIA
1772,1591488000000,MONZA E DELLA BRIANZA,5629,LOMBARDIA
1773,1591488000000,VARESE,3752,LOMBARDIA
1774,1591488000000,BERGAMO,13657,LOMBARDIA
1775,1591488000000,BRESCIA,14949,LOMBARDIA
1776,1591488000000,SONDRIO,1512,LOMBARDIA
1777,1591488000000,MANTOVA,3379,LOMBARDIA
1778,1591488000000,MILANO,23599,LOMBARDIA
1779,1591574400000,LODI,3515,LOMBARDIA
1780,1591574400000,CREMONA,6465,LOMBARDIA
1781,1591574400000,MONZA E DELLA BRIANZA,5642,LOMBARDIA
1782,1591574400000,COMO,3977,LOMBARDIA
1783,1591574400000,IGNOTA,1673,LOMBARDIA
1784,1591574400000,PAVIA,5477,LOMBARDIA
1785,1591574400000,BERGAMO,13692,LOMBARDIA
1786,1591574400000,LECCO,2781,LOMBARDIA
1787,1591574400000,SONDRIO,1514,LOMBARDIA
1788,1591574400000,VARESE,3762,LOMBARDIA
1789,1591574400000,MANTOVA,3382,LOMBARDIA
1790,1591574400000,MILANO,23649,LOMBARDIA
1791,1591574400000,BRESCIA,14980,LOMBARDIA
1792,1591660800000,LECCO,2784,LOMBARDIA
1793,1591660800000,MANTOVA,3385,LOMBARDIA
1794,1591660800000,LODI,3520,LOMBARDIA
1795,1591660800000,VARESE,3773,LOMBARDIA
1796,1591660800000,BERGAMO,13717,LOMBARDIA
1797,1591660800000,MONZA E DELLA BRIANZA,5653,LOMBARDIA
1798,1591660800000,COMO,3989,LOMBARDIA
1799,1591660800000,CREMONA,6474,LOMBARDIA
1800,1591660800000,IGNOTA,1678,LOMBARDIA
1801,1591660800000,SONDRIO,1519,LOMBARDIA
1802,1591660800000,PAVIA,5483,LOMBARDIA
1803,1591660800000,MILANO,23745,LOMBARDIA
1804,1591660800000,BRESCIA,15038,LOMBARDIA
1805,1591747200000,COMO,3993,LOMBARDIA
1806,1591747200000,SONDRIO,1527,LOMBARDIA
1807,1591747200000,MILANO,23823,LOMBARDIA
1808,1591747200000,LECCO,2787,LOMBARDIA
1809,1591747200000,PAVIA,5493,LOMBARDIA
1810,1591747200000,MONZA E DELLA BRIANZA,5676,LOMBARDIA
1811,1591747200000,MANTOVA,3388,LOMBARDIA
1812,1591747200000,CREMONA,6483,LOMBARDIA
1813,1591747200000,BERGAMO,13762,LOMBARDIA
1814,1591747200000,LODI,3529,LOMBARDIA
1815,1591747200000,BRESCIA,15073,LOMBARDIA
1816,1591747200000,VARESE,3782,LOMBARDIA
1817,1591747200000,IGNOTA,1683,LOMBARDIA
1818,1591833600000,COMO,4009,LOMBARDIA
1819,1591833600000,VARESE,3812,LOMBARDIA
1820,1591833600000,IGNOTA,1685,LOMBARDIA
1821,1591833600000,LODI,3534,LOMBARDIA
1822,1591833600000,CREMONA,6492,LOMBARDIA
1823,1591833600000,MANTOVA,3391,LOMBARDIA
1824,1591833600000,BERGAMO,13854,LOMBARDIA
1825,1591833600000,PAVIA,5502,LOMBARDIA
1826,1591833600000,MILANO,23901,LOMBARDIA
1827,1591833600000,SONDRIO,1535,LOMBARDIA
1828,1591833600000,MONZA E DELLA BRIANZA,5699,LOMBARDIA
1829,1591833600000,BRESCIA,15115,LOMBARDIA
1830,1591833600000,LECCO,2790,LOMBARDIA
1831,1591920000000,VARESE,3838,LOMBARDIA
1832,1591920000000,MILANO,23968,LOMBARDIA
1833,1591920000000,BERGAMO,13906,LOMBARDIA
1834,1591920000000,MANTOVA,3399,LOMBARDIA
1835,1591920000000,CREMONA,6495,LOMBARDIA
1836,1591920000000,LECCO,2801,LOMBARDIA
1837,1591920000000,IGNOTA,1695,LOMBARDIA
1838,1591920000000,COMO,4027,LOMBARDIA
1839,1591920000000,MONZA E DELLA BRIANZA,5711,LOMBARDIA
1840,1591920000000,LODI,3538,LOMBARDIA
1841,1591920000000,PAVIA,5520,LOMBARDIA
1842,1591920000000,SONDRIO,1549,LOMBARDIA
1843,1591920000000,BRESCIA,15151,LOMBARDIA
1844,1592006400000,LODI,3543,LOMBARDIA
1845,1592006400000,LECCO,2805,LOMBARDIA
1846,1592006400000,MANTOVA,3403,LOMBARDIA
1847,1592006400000,SONDRIO,1550,LOMBARDIA
1848,1592006400000,MONZA E DELLA BRIANZA,5713,LOMBARDIA
1849,1592006400000,CREMONA,6498,LOMBARDIA
1850,1592006400000,BERGAMO,13921,LOMBARDIA
1851,1592006400000,VARESE,3847,LOMBARDIA
1852,1592006400000,BRESCIA,15179,LOMBARDIA
1853,1592006400000,COMO,4037,LOMBARDIA
1854,1592006400000,IGNOTA,1698,LOMBARDIA
1855,1592006400000,MILANO,24005,LOMBARDIA
1856,1592006400000,PAVIA,5521,LOMBARDIA
38,1592092800000,LECCO,2767,LOMBARDIA
39,1592092800000,MANTOVA,3407,LOMBARDIA
40,1592092800000,PAVIA,5485,LOMBARDIA
1857,1592092800000,MILANO,24011,LOMBARDIA
1858,1592092800000,VARESE,3850,LOMBARDIA
1859,1592092800000,COMO,4039,LOMBARDIA
1860,1592092800000,IGNOTA,1699,LOMBARDIA
1861,1592092800000,MONZA E DELLA BRIANZA,5714,LOMBARDIA
1862,1592092800000,CREMONA,6499,LOMBARDIA
1863,1592092800000,LODI,3544,LOMBARDIA
1864,1592092800000,BERGAMO,13941,LOMBARDIA
1865,1592092800000,BRESCIA,15182,LOMBARDIA
1866,1592092800000,SONDRIO,1552,LOMBARDIA
1867,1592179200000,COMO,4045,LOMBARDIA
1868,1592179200000,SONDRIO,1557,LOMBARDIA
1869,1592179200000,VARESE,3863,LOMBARDIA
1870,1592179200000,MANTOVA,3413,LOMBARDIA
1871,1592179200000,MILANO,24054,LOMBARDIA
1872,1592179200000,MONZA E DELLA BRIANZA,5722,LOMBARDIA
1873,1592179200000,BRESCIA,15211,LOMBARDIA
1874,1592179200000,PAVIA,5530,LOMBARDIA
1875,1592179200000,LODI,3546,LOMBARDIA
1876,1592179200000,BERGAMO,13995,LOMBARDIA
1877,1592179200000,IGNOTA,1703,LOMBARDIA
1878,1592179200000,CREMONA,6505,LOMBARDIA
1879,1592179200000,LECCO,2808,LOMBARDIA
41,1592265600000,LODI,3552,LOMBARDIA
1880,1592265600000,LECCO,2811,LOMBARDIA
1881,1592265600000,MONZA E DELLA BRIANZA,5730,LOMBARDIA
1882,1592265600000,BRESCIA,15244,LOMBARDIA
1883,1592265600000,MILANO,24113,LOMBARDIA
1884,1592265600000,PAVIA,5534,LOMBARDIA
1885,1592265600000,LODI,3547,LOMBARDIA
1886,1592265600000,BERGAMO,14030,LOMBARDIA
1887,1592265600000,VARESE,3870,LOMBARDIA
1888,1592265600000,CREMONA,6508,LOMBARDIA
1889,1592265600000,SONDRIO,1559,LOMBARDIA
1890,1592265600000,MANTOVA,3414,LOMBARDIA
1891,1592265600000,COMO,4054,LOMBARDIA
1892,1592265600000,IGNOTA,1708,LOMBARDIA
1893,1592352000000,MONZA E DELLA BRIANZA,5742,LOMBARDIA
1894,1592352000000,BRESCIA,15274,LOMBARDIA
1895,1592352000000,IGNOTA,1714,LOMBARDIA
1896,1592352000000,COMO,4065,LOMBARDIA
1897,1592352000000,CREMONA,6514,LOMBARDIA
1898,1592352000000,PAVIA,5542,LOMBARDIA
1899,1592352000000,MANTOVA,3424,LOMBARDIA
1900,1592352000000,MILANO,24181,LOMBARDIA
1901,1592352000000,LODI,3549,LOMBARDIA
1902,1592352000000,LECCO,2815,LOMBARDIA
1903,1592352000000,VARESE,3877,LOMBARDIA
1904,1592352000000,SONDRIO,1568,LOMBARDIA
1905,1592352000000,BERGAMO,14059,LOMBARDIA
42,1592438400000,IGNOTA,1964,LOMBARDIA
43,1592438400000,LODI,3552,LOMBARDIA
1906,1592438400000,CREMONA,6518,LOMBARDIA
1907,1592438400000,BERGAMO,14083,LOMBARDIA
1908,1592438400000,MONZA E DELLA BRIANZA,5745,LOMBARDIA
1909,1592438400000,LECCO,2819,LOMBARDIA
1910,1592438400000,SONDRIO,1571,LOMBARDIA
1911,1592438400000,PAVIA,5545,LOMBARDIA
1912,1592438400000,MILANO,24233,LOMBARDIA
1913,1592438400000,COMO,4071,LOMBARDIA
1914,1592438400000,VARESE,3884,LOMBARDIA
1915,1592438400000,BRESCIA,15299,LOMBARDIA
1916,1592438400000,MANTOVA,3428,LOMBARDIA
1917,1592524800000,COMO,4082,LOMBARDIA
1918,1592524800000,BERGAMO,14134,LOMBARDIA
1919,1592524800000,CREMONA,6524,LOMBARDIA
1920,1592524800000,BRESCIA,15325,LOMBARDIA
1921,1592524800000,LODI,3554,LOMBARDIA
1922,1592524800000,VARESE,3900,LOMBARDIA
1923,1592524800000,MILANO,24277,LOMBARDIA
1924,1592524800000,MANTOVA,3436,LOMBARDIA
1925,1592524800000,LECCO,2820,LOMBARDIA
1926,1592524800000,SONDRIO,1572,LOMBARDIA
1927,1592524800000,PAVIA,5550,LOMBARDIA
1928,1592524800000,MONZA E DELLA BRIANZA,5751,LOMBARDIA
1929,1592524800000,IGNOTA,1722,LOMBARDIA
44,1592611200000,IGNOTA,1964,LOMBARDIA
45,1592611200000,LODI,3552,LOMBARDIA
46,1592611200000,LECCO,2818,LOMBARDIA
47,1592611200000,MANTOVA,3446,LOMBARDIA
1930,1592611200000,MONZA E DELLA BRIANZA,5754,LOMBARDIA
1931,1592611200000,VARESE,3902,LOMBARDIA
1932,1592611200000,SONDRIO,1574,LOMBARDIA
1933,1592611200000,COMO,4083,LOMBARDIA
1934,1592611200000,BRESCIA,15341,LOMBARDIA
1935,1592611200000,MILANO,24293,LOMBARDIA
1936,1592611200000,BERGAMO,14147,LOMBARDIA
1937,1592611200000,CREMONA,6527,LOMBARDIA
1938,1592611200000,PAVIA,5554,LOMBARDIA
48,1592697600000,IGNOTA,1978,LOMBARDIA
49,1592697600000,MONZA E DELLA BRIANZA,5743,LOMBARDIA
50,1592697600000,VARESE,3884,LOMBARDIA
51,1592697600000,COMO,4067,LOMBARDIA
52,1592697600000,LECCO,2820,LOMBARDIA
53,1592697600000,SONDRIO,1571,LOMBARDIA
1939,1592697600000,MILANO,24297,LOMBARDIA
1940,1592697600000,BERGAMO,14149,LOMBARDIA
1941,1592697600000,LODI,3555,LOMBARDIA
1942,1592697600000,MANTOVA,3438,LOMBARDIA
1943,1592697600000,PAVIA,5555,LOMBARDIA
1944,1592697600000,BRESCIA,15342,LOMBARDIA
1945,1592697600000,CREMONA,6528,LOMBARDIA
1946,1592784000000,LODI,3557,LOMBARDIA
1947,1592784000000,BERGAMO,14234,LOMBARDIA
1948,1592784000000,COMO,4093,LOMBARDIA
1949,1592784000000,MANTOVA,3440,LOMBARDIA
1950,1592784000000,IGNOTA,1726,LOMBARDIA
1951,1592784000000,SONDRIO,1582,LOMBARDIA
1952,1592784000000,CREMONA,6530,LOMBARDIA
1953,1592784000000,PAVIA,5558,LOMBARDIA
1954,1592784000000,MONZA E DELLA BRIANZA,5757,LOMBARDIA
1955,1592784000000,MILANO,24320,LOMBARDIA
1956,1592784000000,LECCO,2822,LOMBARDIA
1957,1592784000000,VARESE,3905,LOMBARDIA
1958,1592784000000,BRESCIA,15363,LOMBARDIA
54,1592870400000,PAVIA,5551,LOMBARDIA
1959,1592870400000,MANTOVA,3451,LOMBARDIA
1960,1592870400000,COMO,4096,LOMBARDIA
1961,1592870400000,LECCO,2825,LOMBARDIA
1962,1592870400000,MONZA E DELLA BRIANZA,5766,LOMBARDIA
1963,1592870400000,BERGAMO,14273,LOMBARDIA
1964,1592870400000,CREMONA,6534,LOMBARDIA
1965,1592870400000,LODI,3558,LOMBARDIA
1966,1592870400000,VARESE,3913,LOMBARDIA
1967,1592870400000,IGNOTA,1727,LOMBARDIA
1968,1592870400000,SONDRIO,1585,LOMBARDIA
1969,1592870400000,MILANO,24367,LOMBARDIA
1970,1592870400000,BRESCIA,15383,LOMBARDIA
1971,1592956800000,MONZA E DELLA BRIANZA,5770,LOMBARDIA
1972,1592956800000,BERGAMO,14292,LOMBARDIA
1973,1592956800000,MILANO,24395,LOMBARDIA
1974,1592956800000,IGNOTA,1731,LOMBARDIA
1975,1592956800000,LODI,3561,LOMBARDIA
1976,1592956800000,CREMONA,6538,LOMBARDIA
1977,1592956800000,MANTOVA,3457,LOMBARDIA
1978,1592956800000,SONDRIO,1586,LOMBARDIA
1979,1592956800000,VARESE,3919,LOMBARDIA
1980,1592956800000,COMO,4102,LOMBARDIA
1981,1592956800000,BRESCIA,15409,LOMBARDIA
1982,1592956800000,LECCO,2827,LOMBARDIA
1983,1592956800000,PAVIA,5566,LOMBARDIA
1984,1593043200000,BRESCIA,15423,LOMBARDIA
1985,1593043200000,MILANO,24419,LOMBARDIA
1986,1593043200000,LECCO,2830,LOMBARDIA
1987,1593043200000,VARESE,3924,LOMBARDIA
1988,1593043200000,MANTOVA,3462,LOMBARDIA
1989,1593043200000,COMO,4106,LOMBARDIA
1990,1593043200000,CREMONA,6543,LOMBARDIA
1991,1593043200000,SONDRIO,1590,LOMBARDIA
1992,1593043200000,PAVIA,5568,LOMBARDIA
1993,1593043200000,IGNOTA,1734,LOMBARDIA
1994,1593043200000,BERGAMO,14312,LOMBARDIA
1995,1593043200000,LODI,3564,LOMBARDIA
1996,1593043200000,MONZA E DELLA BRIANZA,5778,LOMBARDIA
55,1593129600000,COMO,4088,LOMBARDIA
56,1593129600000,LECCO,2827,LOMBARDIA
57,1593129600000,SONDRIO,1585,LOMBARDIA
1997,1593129600000,MONZA E DELLA BRIANZA,5782,LOMBARDIA
1998,1593129600000,IGNOTA,1737,LOMBARDIA
1999,1593129600000,MILANO,24448,LOMBARDIA
2000,1593129600000,VARESE,3927,LOMBARDIA
2001,1593129600000,LODI,3565,LOMBARDIA
2002,1593129600000,BRESCIA,15442,LOMBARDIA
2003,1593129600000,BERGAMO,14341,LOMBARDIA
2004,1593129600000,MANTOVA,3469,LOMBARDIA
2005,1593129600000,PAVIA,5573,LOMBARDIA
2006,1593129600000,CREMONA,6549,LOMBARDIA
58,1593216000000,COMO,4088,LOMBARDIA
59,1593216000000,SONDRIO,1587,LOMBARDIA
2007,1593216000000,IGNOTA,1739,LOMBARDIA
2008,1593216000000,BRESCIA,15452,LOMBARDIA
2009,1593216000000,CREMONA,6551,LOMBARDIA
2010,1593216000000,BERGAMO,14348,LOMBARDIA
2011,1593216000000,MILANO,24458,LOMBARDIA
2012,1593216000000,MONZA E DELLA BRIANZA,5785,LOMBARDIA
2013,1593216000000,VARESE,3929,LOMBARDIA
2014,1593216000000,PAVIA,5575,LOMBARDIA
2015,1593216000000,LECCO,2833,LOMBARDIA
2016,1593216000000,MANTOVA,3471,LOMBARDIA
2017,1593216000000,LODI,3566,LOMBARDIA
60,1593302400000,PAVIA,5569,LOMBARDIA
61,1593302400000,COMO,4088,LOMBARDIA
62,1593302400000,LECCO,2831,LOMBARDIA
63,1593302400000,LODI,3572,LOMBARDIA
64,1593302400000,CREMONA,6611,LOMBARDIA
65,1593302400000,SONDRIO,1587,LOMBARDIA
2018,1593302400000,MANTOVA,3483,LOMBARDIA
2019,1593302400000,IGNOTA,1740,LOMBARDIA
2020,1593302400000,BERGAMO,14349,LOMBARDIA
2021,1593302400000,MONZA E DELLA BRIANZA,5787,LOMBARDIA
2022,1593302400000,MILANO,24465,LOMBARDIA
2023,1593302400000,BRESCIA,15455,LOMBARDIA
2024,1593302400000,VARESE,3930,LOMBARDIA
2025,1593388800000,IGNOTA,1744,LOMBARDIA
2026,1593388800000,PAVIA,5576,LOMBARDIA
2027,1593388800000,LECCO,2838,LOMBARDIA
2028,1593388800000,LODI,3570,LOMBARDIA
2029,1593388800000,SONDRIO,1593,LOMBARDIA
2030,1593388800000,BRESCIA,15465,LOMBARDIA
2031,1593388800000,MILANO,24503,LOMBARDIA
2032,1593388800000,MONZA E DELLA BRIANZA,5792,LOMBARDIA
2033,1593388800000,MANTOVA,3503,LOMBARDIA
2034,1593388800000,COMO,4110,LOMBARDIA
2035,1593388800000,BERGAMO,14378,LOMBARDIA
2036,1593388800000,CREMONA,6557,LOMBARDIA
2037,1593388800000,VARESE,3935,LOMBARDIA
2038,1593475200000,BRESCIA,15477,LOMBARDIA
2039,1593475200000,COMO,4112,LOMBARDIA
2040,1593475200000,MILANO,24531,LOMBARDIA
2041,1593475200000,LODI,3572,LOMBARDIA
2042,1593475200000,IGNOTA,1751,LOMBARDIA
2043,1593475200000,LECCO,2840,LOMBARDIA
2044,1593475200000,MONZA E DELLA BRIANZA,5798,LOMBARDIA
2045,1593475200000,BERGAMO,14395,LOMBARDIA
2046,1593475200000,PAVIA,5577,LOMBARDIA
2047,1593475200000,CREMONA,6560,LOMBARDIA
2048,1593475200000,MANTOVA,3511,LOMBARDIA
2049,1593475200000,VARESE,3939,LOMBARDIA
2050,1593475200000,SONDRIO,1596,LOMBARDIA
66,1593561600000,SONDRIO,1589,LOMBARDIA
2051,1593561600000,COMO,4115,LOMBARDIA
2052,1593561600000,LECCO,2843,LOMBARDIA
2053,1593561600000,BRESCIA,15493,LOMBARDIA
2054,1593561600000,MONZA E DELLA BRIANZA,5803,LOMBARDIA
2055,1593561600000,VARESE,3940,LOMBARDIA
2056,1593561600000,MANTOVA,3523,LOMBARDIA
2057,1593561600000,MILANO,24558,LOMBARDIA
2058,1593561600000,PAVIA,5582,LOMBARDIA
2059,1593561600000,IGNOTA,1757,LOMBARDIA
2060,1593561600000,LODI,3577,LOMBARDIA
2061,1593561600000,CREMONA,6566,LOMBARDIA
2062,1593561600000,BERGAMO,14427,LOMBARDIA
2063,1593648000000,CREMONA,6573,LOMBARDIA
2064,1593648000000,VARESE,3943,LOMBARDIA
2065,1593648000000,IGNOTA,1759,LOMBARDIA
2066,1593648000000,LECCO,2844,LOMBARDIA
2067,1593648000000,SONDRIO,1597,LOMBARDIA
2068,1593648000000,BERGAMO,14474,LOMBARDIA
2069,1593648000000,LODI,3581,LOMBARDIA
2070,1593648000000,MILANO,24579,LOMBARDIA
2071,1593648000000,BRESCIA,15508,LOMBARDIA
2072,1593648000000,PAVIA,5592,LOMBARDIA
2073,1593648000000,COMO,4121,LOMBARDIA
2074,1593648000000,MANTOVA,3532,LOMBARDIA
2075,1593648000000,MONZA E DELLA BRIANZA,5805,LOMBARDIA
67,1593734400000,SONDRIO,1594,LOMBARDIA
2076,1593734400000,MONZA E DELLA BRIANZA,5808,LOMBARDIA
2077,1593734400000,VARESE,3944,LOMBARDIA
2078,1593734400000,LODI,3583,LOMBARDIA
2079,1593734400000,LECCO,2845,LOMBARDIA
2080,1593734400000,COMO,4126,LOMBARDIA
2081,1593734400000,MILANO,24594,LOMBARDIA
2082,1593734400000,IGNOTA,1763,LOMBARDIA
2083,1593734400000,BRESCIA,15511,LOMBARDIA
2084,1593734400000,BERGAMO,14526,LOMBARDIA
2085,1593734400000,CREMONA,6580,LOMBARDIA
2086,1593734400000,MANTOVA,3545,LOMBARDIA
2087,1593734400000,PAVIA,5593,LOMBARDIA
68,1593820800000,COMO,4109,LOMBARDIA
69,1593820800000,LODI,3592,LOMBARDIA
70,1593820800000,SONDRIO,1594,LOMBARDIA
71,1593820800000,VARESE,3930,LOMBARDIA
2088,1593820800000,PAVIA,5594,LOMBARDIA
2089,1593820800000,MANTOVA,3567,LOMBARDIA
2090,1593820800000,MONZA E DELLA BRIANZA,5810,LOMBARDIA
2091,1593820800000,LECCO,2850,LOMBARDIA
2092,1593820800000,BRESCIA,15517,LOMBARDIA
2093,1593820800000,CREMONA,6602,LOMBARDIA
2094,1593820800000,IGNOTA,1770,LOMBARDIA
2095,1593820800000,MILANO,24604,LOMBARDIA
2096,1593820800000,BERGAMO,14553,LOMBARDIA
72,1593907200000,LECCO,2846,LOMBARDIA
73,1593907200000,PAVIA,5588,LOMBARDIA
74,1593907200000,SONDRIO,1594,LOMBARDIA
75,1593907200000,VARESE,3930,LOMBARDIA
76,1593907200000,IGNOTA,2023,LOMBARDIA
2097,1593907200000,COMO,4127,LOMBARDIA
2098,1593907200000,MANTOVA,3568,LOMBARDIA
2099,1593907200000,CREMONA,6603,LOMBARDIA
2100,1593907200000,LODI,3586,LOMBARDIA
2101,1593907200000,BRESCIA,15518,LOMBARDIA
2102,1593907200000,MILANO,24609,LOMBARDIA
2103,1593907200000,BERGAMO,14557,LOMBARDIA
2104,1593907200000,MONZA E DELLA BRIANZA,5815,LOMBARDIA
2105,1593993600000,BERGAMO,14609,LOMBARDIA
2106,1593993600000,SONDRIO,1598,LOMBARDIA
2107,1593993600000,LODI,3590,LOMBARDIA
2108,1593993600000,PAVIA,5598,LOMBARDIA
2109,1593993600000,IGNOTA,1775,LOMBARDIA
2110,1593993600000,MANTOVA,3571,LOMBARDIA
2111,1593993600000,MONZA E DELLA BRIANZA,5816,LOMBARDIA
2112,1593993600000,MILANO,24633,LOMBARDIA
2113,1593993600000,VARESE,3949,LOMBARDIA
2114,1593993600000,COMO,4132,LOMBARDIA
2115,1593993600000,LECCO,2852,LOMBARDIA
2116,1593993600000,BRESCIA,15538,LOMBARDIA
2117,1593993600000,CREMONA,6606,LOMBARDIA
2118,1594080000000,SONDRIO,1601,LOMBARDIA
2119,1594080000000,VARESE,3951,LOMBARDIA
2120,1594080000000,MILANO,24645,LOMBARDIA
2121,1594080000000,PAVIA,5600,LOMBARDIA
2122,1594080000000,BERGAMO,14648,LOMBARDIA
2123,1594080000000,MANTOVA,3576,LOMBARDIA
2124,1594080000000,LODI,3592,LOMBARDIA
2125,1594080000000,CREMONA,6608,LOMBARDIA
2126,1594080000000,IGNOTA,1779,LOMBARDIA
2127,1594080000000,COMO,4133,LOMBARDIA
2128,1594080000000,BRESCIA,15554,LOMBARDIA
2129,1594080000000,LECCO,2853,LOMBARDIA
2130,1594080000000,MONZA E DELLA BRIANZA,5821,LOMBARDIA
77,1594166400000,SONDRIO,1597,LOMBARDIA
78,1594166400000,PAVIA,5593,LOMBARDIA
2131,1594166400000,IGNOTA,1784,LOMBARDIA
2132,1594166400000,MONZA E DELLA BRIANZA,5824,LOMBARDIA
2133,1594166400000,LECCO,2855,LOMBARDIA
2134,1594166400000,BRESCIA,15571,LOMBARDIA
2135,1594166400000,LODI,3595,LOMBARDIA
2136,1594166400000,MANTOVA,3591,LOMBARDIA
2137,1594166400000,CREMONA,6616,LOMBARDIA
2138,1594166400000,COMO,4134,LOMBARDIA
2139,1594166400000,VARESE,3956,LOMBARDIA
2140,1594166400000,MILANO,24675,LOMBARDIA
2141,1594166400000,BERGAMO,14676,LOMBARDIA
79,1594252800000,SONDRIO,1598,LOMBARDIA
2142,1594252800000,CREMONA,6620,LOMBARDIA
2143,1594252800000,COMO,4143,LOMBARDIA
2144,1594252800000,BRESCIA,15581,LOMBARDIA
2145,1594252800000,MANTOVA,3603,LOMBARDIA
2146,1594252800000,BERGAMO,14698,LOMBARDIA
2147,1594252800000,PAVIA,5603,LOMBARDIA
2148,1594252800000,MONZA E DELLA BRIANZA,5828,LOMBARDIA
2149,1594252800000,LECCO,2861,LOMBARDIA
2150,1594252800000,LODI,3597,LOMBARDIA
2151,1594252800000,VARESE,3957,LOMBARDIA
2152,1594252800000,MILANO,24698,LOMBARDIA
2153,1594252800000,IGNOTA,1787,LOMBARDIA
80,1594339200000,LECCO,2856,LOMBARDIA
81,1594339200000,LODI,3602,LOMBARDIA
82,1594339200000,SONDRIO,1598,LOMBARDIA
2154,1594339200000,PAVIA,5605,LOMBARDIA
2155,1594339200000,MANTOVA,3622,LOMBARDIA
2156,1594339200000,MONZA E DELLA BRIANZA,5837,LOMBARDIA
2157,1594339200000,VARESE,3961,LOMBARDIA
2158,1594339200000,BRESCIA,15594,LOMBARDIA
2159,1594339200000,MILANO,24710,LOMBARDIA
2160,1594339200000,IGNOTA,1791,LOMBARDIA
2161,1594339200000,COMO,4147,LOMBARDIA
2162,1594339200000,BERGAMO,14730,LOMBARDIA
2163,1594339200000,CREMONA,6626,LOMBARDIA
83,1594425600000,PAVIA,5593,LOMBARDIA
84,1594425600000,COMO,4122,LOMBARDIA
85,1594425600000,VARESE,3939,LOMBARDIA
86,1594425600000,MONZA E DELLA BRIANZA,5817,LOMBARDIA
87,1594425600000,SONDRIO,1598,LOMBARDIA
2164,1594425600000,LECCO,2862,LOMBARDIA
2165,1594425600000,LODI,3598,LOMBARDIA
2166,1594425600000,MILANO,24724,LOMBARDIA
2167,1594425600000,BERGAMO,14747,LOMBARDIA
2168,1594425600000,MANTOVA,3631,LOMBARDIA
2169,1594425600000,BRESCIA,15604,LOMBARDIA
2170,1594425600000,IGNOTA,1793,LOMBARDIA
2171,1594425600000,CREMONA,6631,LOMBARDIA
88,1594512000000,MANTOVA,3645,LOMBARDIA
89,1594512000000,CREMONA,6682,LOMBARDIA
90,1594512000000,IGNOTA,2037,LOMBARDIA
91,1594512000000,LECCO,2856,LOMBARDIA
92,1594512000000,PAVIA,5593,LOMBARDIA
93,1594512000000,COMO,4122,LOMBARDIA
94,1594512000000,SONDRIO,1598,LOMBARDIA
2172,1594512000000,VARESE,3962,LOMBARDIA
2173,1594512000000,LODI,3600,LOMBARDIA
2174,1594512000000,MONZA E DELLA BRIANZA,5838,LOMBARDIA
2175,1594512000000,BERGAMO,14749,LOMBARDIA
2176,1594512000000,MILANO,24727,LOMBARDIA
2177,1594512000000,BRESCIA,15606,LOMBARDIA
95,1594598400000,CREMONA,6693,LOMBARDIA
